Wall time,Step,Value
1581089623.7168946,140,0.16134071350097656
1581091787.9853692,141,0.09746555238962173
1581094082.1165662,142,0.09544085711240768
1581096386.6302245,143,0.09502492845058441
1581098556.1401567,144,0.09278945624828339
1581100863.462521,145,0.09263905882835388
1581103035.5616968,146,0.0916290134191513
1581105343.5480037,147,0.09314262121915817
1581107547.9248965,148,0.09257879853248596
1581109849.0551033,149,0.09229324758052826
1581112165.9119215,150,0.09227309376001358
1581114497.3609114,151,0.09234992414712906
1581116779.6350982,152,0.09299881011247635
1581119087.87343,153,0.09284606575965881
1581121403.8504212,154,0.09285242855548859
1581123703.5438797,155,0.09304220229387283
1581126019.353122,156,0.09258849173784256
1581128347.7885063,157,0.09506934136152267
1581130650.8298423,158,0.09455640614032745
1581132993.890901,159,0.09826315939426422
1581135212.6075723,160,0.0942942425608635
1581137541.9848013,161,0.09851060062646866
1581139819.345033,162,0.09887269139289856
1581142112.3040743,163,0.10017158836126328
1581144424.93069,164,0.10045809298753738
1581146659.8608062,165,0.09882110357284546
1581148877.5525403,166,0.09741143137216568
1581151233.4471388,167,0.09896540641784668
1581153459.5383728,168,0.10020452737808228
1581155785.9291246,169,0.10106314718723297
1581158110.6448407,170,0.10491880029439926
1581160452.552584,171,0.10251444578170776
1581162758.341166,172,0.10342112928628922
1581165072.139986,173,0.10543747991323471
1581167320.8343272,174,0.10408836603164673
1581169674.2340512,175,0.11375221610069275
1581171982.7094603,176,0.10462713986635208
1581174311.940302,177,0.11321666836738586
1581176652.1339943,178,0.11684101819992065
1581178983.6325529,179,0.11521799862384796
1581181318.580187,180,0.10712873190641403
1581183649.635466,181,0.10979150980710983
1581185938.6889875,182,0.11854071915149689
1581188161.8792963,183,0.12141377478837967
1581190495.4506555,184,0.11958977580070496
1581192825.3311093,185,0.13733439147472382
1581195134.363716,186,0.12630285322666168
1581197470.506947,187,0.11867887526750565
1581199811.0116422,188,0.1214645504951477
1581202154.0367305,189,0.12011253088712692
1581204495.947554,190,0.1233815997838974
1581206838.0479808,191,0.12117926776409149
1581209159.6043255,192,0.1338406354188919
1581211393.1531897,193,0.12272799015045166
1581213626.5853827,194,0.13052476942539215
1581215987.4383385,195,0.1271236091852188
1581218336.6164746,196,0.14586852490901947
1581220680.275894,197,0.11453306674957275
1581223023.616225,198,0.1346871703863144
1581225355.782402,199,0.13235989212989807
1581227677.2846527,200,0.1251453012228012
1581229957.0017512,201,0.1441153734922409
1581232169.4183936,202,0.13697904348373413
1581234513.2871258,203,0.14988581836223602
1581236843.9554834,204,0.12516213953495026
1581239200.033801,205,0.14136414229869843
1581241563.182385,206,0.14464354515075684
1581243883.4898632,207,0.14148080348968506
1581246215.8185387,208,0.15371312201023102
1581248475.0230365,209,0.15489788353443146
1581250823.9430883,210,0.14313754439353943
1581253107.476985,211,0.14265818893909454
1581255449.7772868,212,0.1507323980331421
1581257712.0642023,213,0.1771872490644455
1581260047.6341283,214,0.14886082708835602
1581262364.3800552,215,0.14238440990447998
1581264708.488389,216,0.1648109257221222
1581267050.533664,217,0.14910541474819183
1581269395.499384,218,0.13782936334609985
1581271729.0146022,219,0.15659597516059875
1581274086.6105182,220,0.16342279314994812
1581276370.991895,221,0.15464667975902557
1581278703.8595946,222,0.1403183788061142
1581281071.1561644,223,0.1475670039653778
1581283431.7151215,224,0.1730179339647293
1581285787.5057058,225,0.1521155834197998
1581288256.0398166,226,0.18993330001831055
1581290600.788576,227,0.17153328657150269
1581293506.4752617,228,0.17376361787319183
1581295859.4908206,229,0.16971608996391296
1581298165.295395,230,0.1601436883211136
1581300484.7602158,231,0.15708903968334198
1581302821.6091754,232,0.16625593602657318
1581305162.5736425,233,0.14713361859321594
1581307511.7578518,234,0.17892469465732574
1581309855.0639753,235,0.16288577020168304
1581312218.5612476,236,0.17149467766284943
1581314556.1705222,237,0.18846093118190765
1581316892.0540373,238,0.1600639820098877
1581319186.4332402,239,0.1852063536643982
1581321553.2268248,240,0.17768065631389618
