Wall time,Step,Value
1576231509.5312345,1251,0.13967947661876678
1576232455.9688466,1252,0.10725954920053482
1576233389.0968487,1253,0.09243626892566681
1576234313.2335806,1254,0.11890923231840134
1576235234.2468781,1255,0.10925094783306122
1576236153.4913008,1256,0.10621677339076996
1576237073.8762898,1257,0.1080617681145668
1576237992.94649,1258,0.10805999487638474
1576238910.6382434,1259,0.10075762867927551
1576239827.8076522,1260,0.10670080780982971
1576240745.2239196,1261,0.11095628887414932
1576241661.8048024,1262,0.10458552837371826
1576242578.437749,1263,0.09484948217868805
1576243495.416883,1264,0.09368469566106796
1576244413.9908547,1265,0.08692516386508942
1576245331.302374,1266,0.09297609329223633
1576246249.3897374,1267,0.08887779712677002
1576247167.34475,1268,0.0925057902932167
1576248082.9248798,1269,0.08412017673254013
1576248998.8702438,1270,0.07654343545436859
1576249913.859192,1271,0.08274360001087189
1576250831.4245808,1272,0.08087404817342758
1576251748.8420136,1273,0.0788014829158783
1576252668.7420862,1274,0.08129562437534332
1576253618.8585842,1275,0.07814671844244003
1576254591.4197733,1276,0.0680859312415123
1576255564.1802287,1277,0.07114392518997192
1576256536.1169758,1278,0.06424157321453094
1576257509.0616012,1279,0.06998157501220703
1576258468.207729,1280,0.06568195670843124
1576259384.8659413,1281,0.07128862291574478
1576260303.2080472,1282,0.06944885849952698
1576261219.897841,1283,0.06640848517417908
1576262134.5983086,1284,0.05771876871585846
1576263049.4114575,1285,0.06065753847360611
1576263965.6503055,1286,0.05902792513370514
1576264884.0424564,1287,0.055364418774843216
1576265801.0233266,1288,0.057790398597717285
1576266714.079386,1289,0.053262628614902496
1576267632.286309,1290,0.05185430869460106
1576268547.9215586,1291,0.04845207557082176
1576269464.7242122,1292,0.04479160159826279
1576270380.292362,1293,0.04555436223745346
1576271295.647927,1294,0.042499277740716934
1576272210.1646485,1295,0.041174136102199554
1576273124.1728709,1296,0.03490639477968216
1576274038.7606206,1297,0.032695472240448
1576274954.8388603,1298,0.03548799827694893
1576275870.8414733,1299,0.041794221848249435
1576276836.0311136,1300,0.03655232489109039
1576277808.301679,1301,0.032476261258125305
1576278783.735189,1302,0.03444400057196617
1576279759.4600573,1303,0.04189687222242355
1576280681.847502,1304,0.04341592267155647
1576281598.1047688,1305,0.037363819777965546
1576282514.4517522,1306,0.03279963508248329
1576283431.2472067,1307,0.042757730931043625
1576284346.7048984,1308,0.051480311900377274
1576285260.094684,1309,0.03584407642483711
1576286176.7761943,1310,0.035337187349796295
1576287091.1973226,1311,0.0457293875515461
1576288006.6538694,1312,0.038921695202589035
1576288922.3270278,1313,0.03235740214586258
1576289839.161976,1314,0.03201598674058914
1576290755.349635,1315,0.02781863510608673
1576291703.3989735,1316,0.027640070766210556
1576292674.4249349,1317,0.02588968351483345
1576293646.2549336,1318,0.03009985014796257
1576294592.2570257,1319,0.028472933918237686
1576295509.743549,1320,0.024811357259750366
1576296422.9084702,1321,0.02599610574543476
1576297338.3089173,1322,0.026208993047475815
1576298272.1382985,1323,0.021539941430091858
1576299243.4388034,1324,0.022275669500231743
1576300215.1315174,1325,0.022532515227794647
1576301185.627791,1326,0.025304682552814484
1576302116.1322193,1327,0.021388377994298935
1576303032.1796117,1328,0.01993354596197605
1576303947.5458384,1329,0.024038715288043022
1576304865.6923075,1330,0.020213430747389793
1576305782.0826204,1331,0.019055237993597984
1576306697.619486,1332,0.02294068969786167
1576307616.3542936,1333,0.01957211084663868
1576308558.2548738,1334,0.015421727672219276
1576309528.3562362,1335,0.01476520486176014
1576310499.9431357,1336,0.014598262496292591
1576311471.868262,1337,0.01599399745464325
1576312422.5658412,1338,0.016758162528276443
1576313338.9005742,1339,0.016719311475753784
1576314254.574296,1340,0.014692191034555435
1576315170.2459948,1341,0.018263626843690872
1576316099.3439188,1342,0.015131887048482895
1576317071.1588938,1343,0.015046398155391216
1576318041.9135356,1344,0.011616223491728306
1576318969.3110108,1345,0.009305259212851524
1576319884.113895,1346,0.01313526276499033
1576320798.7866013,1347,0.012712518684566021
1576321712.600522,1348,0.011011074297130108
1576322627.7949617,1349,0.01371863204985857
