Wall time,Step,Value
1577466323.471694,1251,0.12278155237436295
1577467679.752788,1252,0.09681171178817749
1577469033.5559015,1253,0.10804314911365509
1577470390.5891953,1254,0.08194594085216522
1577471749.0876493,1255,0.06747540831565857
1577473107.1031413,1256,0.05689371004700661
1577474465.8533897,1257,0.05100763589143753
1577475824.83369,1258,0.04578015208244324
1577477184.064885,1259,0.04220442473888397
1577478551.31617,1260,0.03648309037089348
1577479931.8345916,1261,0.034821346402168274
1577481305.607686,1262,0.031997017562389374
1577482677.3184373,1263,0.028968915343284607
1577484044.143221,1264,0.02764158882200718
1577485411.9132552,1265,0.025147246196866035
1577486775.1704876,1266,0.023760095238685608
1577488145.947944,1267,0.0213761143386364
1577489514.9417248,1268,0.020558929070830345
1577490885.2187586,1269,0.021839139983057976
1577492250.4586992,1270,0.0192656721919775
1577493618.957233,1271,0.017420001327991486
1577494991.598935,1272,0.017360497266054153
1577496361.1723044,1273,0.015881352126598358
1577497728.8730977,1274,0.016218166798353195
1577499098.7655048,1275,0.014894154854118824
1577500470.0108826,1276,0.015095259994268417
1577501840.4684563,1277,0.015827108174562454
1577503207.4675908,1278,0.015224719420075417
1577504574.3729558,1279,0.0132532250136137
1577505942.7982476,1280,0.012801364064216614
1577507311.54695,1281,0.013066655956208706
1577508678.0242534,1282,0.012463719584047794
1577510045.0032473,1283,0.011133850552141666
1577511410.7775645,1284,0.012042587623000145
1577512781.030685,1285,0.011411049403250217
1577514149.9255788,1286,0.011087466962635517
1577515518.9443924,1287,0.010822768323123455
1577516892.6929252,1288,0.00995781272649765
1577518269.9013512,1289,0.010045095346868038
1577519642.3478348,1290,0.009260958060622215
1577521009.998933,1291,0.009008280001580715
1577522379.0464187,1292,0.009008452296257019
1577523748.7750258,1293,0.008436205796897411
1577525121.1192048,1294,0.009030167944729328
1577526490.5152302,1295,0.008331650868058205
1577527861.1291218,1296,0.00775217404589057
1577529227.8166606,1297,0.007947111502289772
1577530595.8598237,1298,0.007751637138426304
1577531965.9641185,1299,0.007391246035695076
1577533335.1443067,1300,0.007355610840022564
1577534705.9267437,1301,0.007696113549172878
1577536075.5821683,1302,0.007631582673639059
1577537446.9032445,1303,0.006812604144215584
1577538819.5803626,1304,0.00681601045653224
1577540187.6323726,1305,0.0062666842713952065
1577541558.9125202,1306,0.006556024309247732
1577542928.0150018,1307,0.00668912660330534
1577544294.166787,1308,0.006203369703143835
1577545661.677553,1309,0.006050940603017807
1577547027.8895383,1310,0.006282464601099491
1577548397.7100234,1311,0.005807783920317888
1577549766.62536,1312,0.00521168252453208
1577551137.287387,1313,0.005469168536365032
1577552503.0554876,1314,0.00553045654669404
1577553873.989486,1315,0.005015906877815723
1577555240.678906,1316,0.005160538479685783
1577556609.138781,1317,0.005411084741353989
1577557978.1508617,1318,0.00487891212105751
1577559349.512037,1319,0.00528425769880414
1577560716.250511,1320,0.005622896831482649
1577562084.8686314,1321,0.005466829519718885
1577563453.7430408,1322,0.005133644212037325
1577564823.9958894,1323,0.004808013327419758
1577566188.9056535,1324,0.004768347833305597
1577567558.8238118,1325,0.004120592027902603
1577568923.503953,1326,0.004263047128915787
1577570291.2516706,1327,0.004382411949336529
1577571662.9806323,1328,0.00430529797449708
1577573032.159529,1329,0.004348237533122301
1577574400.9109504,1330,0.0045716529712080956
1577575771.836309,1331,0.004124793689697981
1577577139.0382526,1332,0.0043032206594944
1577578507.0103178,1333,0.004160279408097267
1577579871.9395447,1334,0.004052408970892429
1577581232.8944476,1335,0.005017854273319244
1577582595.0839264,1336,0.005192057695239782
1577583958.6522584,1337,0.004948660731315613
1577585322.2137277,1338,0.004383640363812447
1577586686.4700136,1339,0.003997312393039465
1577588050.981757,1340,0.004013604950159788
1577589404.934467,1341,0.003849943168461323
1577590750.4789588,1342,0.004214311949908733
1577592096.4530761,1343,0.0038895083125680685
1577593442.6650438,1344,0.004218555521219969
1577594789.1644144,1345,0.0036604434717446566
1577596133.944373,1346,0.0035805583465844393
1577597479.6271634,1347,0.0040359823033213615
1577598825.2121522,1348,0.003566769417375326
1577600170.799627,1349,0.0032441432122141123
